        Pin Assignment Report - Prepared - project_top
        ______________________________________________

ACE -- Achronix CAD Environment -- Version 9.0.1 -- Build  405518 -- Date 2023-03-01 00:42

Design: vp_project - impl_1 - project_top
Device: AC7t1500
Generated on Mon May 15 11:07:14 PDT 2023
Host: simtool-5

Pin Assignment =======

   Port Name                            Direction  Pad/Macro                                                Placed  Device Port                 Pad/Macro Site                                                            Registered  Clock Domain                          Target Frequency (MHz) 
   ethernet_0_quad0_peer_delay[48]      OUT        ethernet_0_quad0_peer_delay[48]_opin                     Fixed   o_user_02_09_mlp_02[16]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_mlptile.sg.slc16.opin   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[47]      OUT        ethernet_0_quad0_peer_delay[47]_opin                     Fixed   o_user_02_09_mlp_02[15]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_mlptile.sg.slc15.opin   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[46]      OUT        ethernet_0_quad0_peer_delay[46]_opin                     Fixed   o_user_02_09_mlp_02[14]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_mlptile.sg.slc14.opin   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[45]      OUT        ethernet_0_quad0_peer_delay[45]_opin                     Fixed   o_user_02_09_mlp_02[13]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_mlptile.sg.slc13.opin   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[44]      OUT        ethernet_0_quad0_peer_delay[44]_opin                     Fixed   o_user_02_09_mlp_02[11]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_mlptile.sg.slc11.opin   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[43]      OUT        ethernet_0_quad0_peer_delay[43]_opin                     Fixed   o_user_02_09_mlp_02[10]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_mlptile.sg.slc10.opin   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[42]      OUT        ethernet_0_quad0_peer_delay[42]_opin                     Fixed   o_user_02_09_mlp_02[9]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_mlptile.sg.slc9.opin    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[41]      OUT        ethernet_0_quad0_peer_delay[41]_opin                     Fixed   o_user_02_09_mlp_02[8]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_mlptile.sg.slc8.opin    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[40]      OUT        ethernet_0_quad0_peer_delay[40]_opin                     Fixed   o_user_02_09_mlp_02[6]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_mlptile.sg.slc6.opin    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[39]      OUT        ethernet_0_quad0_peer_delay[39]_opin                     Fixed   o_user_02_09_mlp_02[5]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_mlptile.sg.slc5.opin    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[38]      OUT        ethernet_0_quad0_peer_delay[38]_opin                     Fixed   o_user_02_09_mlp_02[4]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_mlptile.sg.slc4.opin    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[37]      OUT        ethernet_0_quad0_peer_delay[37]_opin                     Fixed   o_user_02_09_mlp_02[3]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_mlptile.sg.slc3.opin    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[36]      OUT        ethernet_0_quad0_peer_delay[36]_opin                     Fixed   o_user_02_09_mlp_02[1]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_mlptile.sg.slc1.opin    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[35]      OUT        ethernet_0_quad0_peer_delay[35]_opin                     Fixed   o_user_02_09_mlp_02[0]      u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_mlptile.sg.slc0.opin    No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[34]      OUT        ethernet_0_quad0_peer_delay[34]_opin                     Fixed   o_user_02_09_bram_02[27]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc27.opin  No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[33]      OUT        ethernet_0_quad0_peer_delay[33]_opin                     Fixed   o_user_02_09_bram_02[26]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc26.opin  No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[32]      OUT        ethernet_0_quad0_peer_delay[32]_opin                     Fixed   o_user_02_09_bram_02[24]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc24.opin  No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[31]      OUT        ethernet_0_quad0_peer_delay[31]_opin                     Fixed   o_user_02_09_bram_02[23]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc23.opin  No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[30]      OUT        ethernet_0_quad0_peer_delay[30]_opin                     Fixed   o_user_02_09_bram_02[22]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc22.opin  No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[29]      OUT        ethernet_0_quad0_peer_delay[29]_opin                     Fixed   o_user_02_09_bram_02[21]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc21.opin  No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[28]      OUT        ethernet_0_quad0_peer_delay[28]_opin                     Fixed   o_user_02_09_bram_02[19]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc19.opin  No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[27]      OUT        ethernet_0_quad0_peer_delay[27]_opin                     Fixed   o_user_02_09_bram_02[18]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc18.opin  No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[26]      OUT        ethernet_0_quad0_peer_delay[26]_opin                     Fixed   o_user_02_09_bram_02[17]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc17.opin  No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[25]      OUT        ethernet_0_quad0_peer_delay[25]_opin                     Fixed   o_user_02_09_bram_02[16]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc16.opin  No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[24]      OUT        ethernet_0_quad0_peer_delay[24]_opin                     Fixed   o_user_02_09_bram_02[14]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc14.opin  No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[23]      OUT        ethernet_0_quad0_peer_delay[23]_opin                     Fixed   o_user_02_09_bram_02[13]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc13.opin  No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[22]      OUT        ethernet_0_quad0_peer_delay[22]_opin                     Fixed   o_user_02_09_bram_02[12]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc12.opin  No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[21]      OUT        ethernet_0_quad0_peer_delay[21]_opin                     Fixed   o_user_02_09_bram_02[11]    u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc11.opin  No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[20]      OUT        ethernet_0_quad0_peer_delay[20]_opin                     Fixed   o_user_02_09_bram_02[9]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc9.opin   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[19]      OUT        ethernet_0_quad0_peer_delay[19]_opin                     Fixed   o_user_02_09_bram_02[8]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc8.opin   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[18]      OUT        ethernet_0_quad0_peer_delay[18]_opin                     Fixed   o_user_02_09_bram_02[7]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc7.opin   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[17]      OUT        ethernet_0_quad0_peer_delay[17]_opin                     Fixed   o_user_02_09_bram_02[6]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc6.opin   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[16]      OUT        ethernet_0_quad0_peer_delay[16]_opin                     Fixed   o_user_02_09_bram_02[4]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc4.opin   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[15]      OUT        ethernet_0_quad0_peer_delay[15]_opin                     Fixed   o_user_02_09_bram_02[3]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc3.opin   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[14]      OUT        ethernet_0_quad0_peer_delay[14]_opin                     Fixed   o_user_02_09_bram_02[2]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc2.opin   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[13]      OUT        ethernet_0_quad0_peer_delay[13]_opin                     Fixed   o_user_02_09_bram_02[1]     u_ic_north.u_ic_ns_lc01.u_ic_ns_bmlptile2.u_ic_ns_bramtile.sg.slc1.opin   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[12]      OUT        ethernet_0_quad0_peer_delay[12]_opin                     Fixed   o_user_02_09_lut_10[27]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile10.sg.slc27.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[11]      OUT        ethernet_0_quad0_peer_delay[11]_opin                     Fixed   o_user_02_09_lut_10[26]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile10.sg.slc26.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[10]      OUT        ethernet_0_quad0_peer_delay[10]_opin                     Fixed   o_user_02_09_lut_10[25]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile10.sg.slc25.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[9]       OUT        ethernet_0_quad0_peer_delay[9]_opin                      Fixed   o_user_02_09_lut_10[24]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile10.sg.slc24.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[8]       OUT        ethernet_0_quad0_peer_delay[8]_opin                      Fixed   o_user_02_09_lut_10[23]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile10.sg.slc23.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[7]       OUT        ethernet_0_quad0_peer_delay[7]_opin                      Fixed   o_user_02_09_lut_10[21]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile10.sg.slc21.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[6]       OUT        ethernet_0_quad0_peer_delay[6]_opin                      Fixed   o_user_02_09_lut_10[20]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile10.sg.slc20.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[5]       OUT        ethernet_0_quad0_peer_delay[5]_opin                      Fixed   o_user_02_09_lut_10[19]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile10.sg.slc19.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[4]       OUT        ethernet_0_quad0_peer_delay[4]_opin                      Fixed   o_user_02_09_lut_10[18]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile10.sg.slc18.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[3]       OUT        ethernet_0_quad0_peer_delay[3]_opin                      Fixed   o_user_02_09_lut_10[16]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile10.sg.slc16.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[2]       OUT        ethernet_0_quad0_peer_delay[2]_opin                      Fixed   o_user_02_09_lut_10[15]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile10.sg.slc15.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[1]       OUT        ethernet_0_quad0_peer_delay[1]_opin                      Fixed   o_user_02_09_lut_10[14]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile10.sg.slc14.opin                   No          ---                                   ---                    
   ethernet_0_quad0_peer_delay[0]       OUT        ethernet_0_quad0_peer_delay[0]_opin                      Fixed   o_user_02_09_lut_10[13]     u_ic_north.u_ic_ns_lc01.u_ic_ns_luttile10.sg.slc13.opin                   No          ---                                   ---                    
   ext_gpio_fpga_in[7]                  IN         ext_gpio_fpga_in[7]_ipin                                 Fixed   i_user_11_09_lut_15[15]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile15.sg.slc15.ipin                   No          ---                                   ---                    
   ext_gpio_fpga_in[6]                  IN         ext_gpio_fpga_in[6]_ipin                                 Fixed   i_user_11_09_lut_15[7]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile15.sg.slc7.ipin                    No          ---                                   ---                    
   ext_gpio_fpga_in[5]                  IN         ext_gpio_fpga_in[5]_ipin                                 Fixed   i_user_11_09_lut_14[27]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile14.sg.slc27.ipin                   No          ---                                   ---                    
   ext_gpio_fpga_in[4]                  IN         ext_gpio_fpga_in[4]_ipin                                 Fixed   i_user_11_09_lut_14[19]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile14.sg.slc19.ipin                   No          ---                                   ---                    
   ext_gpio_fpga_in[3]                  IN         ext_gpio_fpga_in[3]_ipin                                 Fixed   i_user_11_09_lut_14[11]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile14.sg.slc11.ipin                   No          ---                                   ---                    
   ext_gpio_fpga_in[2]                  IN         ext_gpio_fpga_in[2]_ipin                                 Fixed   i_user_11_09_lut_14[3]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile14.sg.slc3.ipin                    No          ---                                   ---                    
   ext_gpio_fpga_in[1]                  IN         ext_gpio_fpga_in[1]_ipin                                 Fixed   i_user_11_09_lut_13[23]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile13.sg.slc23.ipin                   No          ---                                   ---                    
   ext_gpio_fpga_in[0]                  IN         ext_gpio_fpga_in[0]_ipin                                 Fixed   i_user_11_09_lut_13[15]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile13.sg.slc15.ipin                   No          ---                                   ---                    
   ext_gpio_fpga_out[7]                 OUT        ext_gpio_fpga_out[7]_opin                                Fixed   o_user_11_09_lut_15[12]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile15.sg.slc12.opin                   No          ---                                   ---                    
   ext_gpio_fpga_out[6]                 OUT        ext_gpio_fpga_out[6]_opin                                Fixed   o_user_11_09_lut_15[4]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile15.sg.slc4.opin                    No          ---                                   ---                    
   ext_gpio_fpga_out[5]                 OUT        ext_gpio_fpga_out[5]_opin                                Fixed   o_user_11_09_lut_14[24]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile14.sg.slc24.opin                   No          ---                                   ---                    
   ext_gpio_fpga_out[4]                 OUT        ext_gpio_fpga_out[4]_opin                                Fixed   o_user_11_09_lut_14[16]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile14.sg.slc16.opin                   No          ---                                   ---                    
   ext_gpio_fpga_out[3]                 OUT        ext_gpio_fpga_out[3]_opin                                Fixed   o_user_11_09_lut_14[8]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile14.sg.slc8.opin                    No          ---                                   ---                    
   ext_gpio_fpga_out[2]                 OUT        ext_gpio_fpga_out[2]_opin                                Fixed   o_user_11_09_lut_14[0]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile14.sg.slc0.opin                    No          ---                                   ---                    
   ext_gpio_fpga_out[1]                 OUT        ext_gpio_fpga_out[1]_opin                                Fixed   o_user_11_09_lut_13[20]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile13.sg.slc20.opin                   No          ---                                   ---                    
   ext_gpio_fpga_out[0]                 OUT        ext_gpio_fpga_out[0]_opin                                Fixed   o_user_11_09_lut_13[12]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile13.sg.slc12.opin                   No          ---                                   ---                    
   ext_gpio_fpga_oe[7]                  OUT        ext_gpio_fpga_oe[7]_opin                                 Fixed   o_user_11_09_lut_12[23]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile12.sg.slc23.opin                   No          ---                                   ---                    
   ext_gpio_fpga_oe[6]                  OUT        ext_gpio_fpga_oe[6]_opin                                 Fixed   o_user_11_09_lut_12[22]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile12.sg.slc22.opin                   No          ---                                   ---                    
   ext_gpio_fpga_oe[5]                  OUT        ext_gpio_fpga_oe[5]_opin                                 Fixed   o_user_11_09_lut_12[21]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile12.sg.slc21.opin                   No          ---                                   ---                    
   ext_gpio_fpga_oe[4]                  OUT        ext_gpio_fpga_oe[4]_opin                                 Fixed   o_user_11_09_lut_12[20]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile12.sg.slc20.opin                   No          ---                                   ---                    
   ext_gpio_fpga_oe[3]                  OUT        ext_gpio_fpga_oe[3]_opin                                 Fixed   o_user_11_09_lut_12[19]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile12.sg.slc19.opin                   No          ---                                   ---                    
   ext_gpio_fpga_oe[2]                  OUT        ext_gpio_fpga_oe[2]_opin                                 Fixed   o_user_11_09_lut_12[18]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile12.sg.slc18.opin                   No          ---                                   ---                    
   ext_gpio_fpga_oe[1]                  OUT        ext_gpio_fpga_oe[1]_opin                                 Fixed   o_user_11_09_lut_12[17]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile12.sg.slc17.opin                   No          ---                                   ---                    
   ext_gpio_fpga_oe[0]                  OUT        ext_gpio_fpga_oe[0]_opin                                 Fixed   o_user_11_09_lut_12[16]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile12.sg.slc16.opin                   No          ---                                   ---                    
   ext_gpio_dir[7]                      OUT        ext_gpio_dir[7]_opin                                     Fixed   o_user_11_09_lut_12[6]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile12.sg.slc6.opin                    No          ---                                   ---                    
   ext_gpio_dir[6]                      OUT        ext_gpio_dir[6]_opin                                     Fixed   o_user_11_09_lut_11[26]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile11.sg.slc26.opin                   No          ---                                   ---                    
   ext_gpio_dir[5]                      OUT        ext_gpio_dir[5]_opin                                     Fixed   o_user_11_09_lut_11[18]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile11.sg.slc18.opin                   No          ---                                   ---                    
   ext_gpio_dir[4]                      OUT        ext_gpio_dir[4]_opin                                     Fixed   o_user_11_09_lut_11[10]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile11.sg.slc10.opin                   No          ---                                   ---                    
   ext_gpio_dir[3]                      OUT        ext_gpio_dir[3]_opin                                     Fixed   o_user_11_09_lut_11[2]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile11.sg.slc2.opin                    No          ---                                   ---                    
   ext_gpio_dir[2]                      OUT        ext_gpio_dir[2]_opin                                     Fixed   o_user_11_09_lut_10[22]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile10.sg.slc22.opin                   No          ---                                   ---                    
   ext_gpio_dir[1]                      OUT        ext_gpio_dir[1]_opin                                     Fixed   o_user_11_09_lut_10[14]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile10.sg.slc14.opin                   No          ---                                   ---                    
   ext_gpio_dir[0]                      OUT        ext_gpio_dir[0]_opin                                     Fixed   o_user_11_09_lut_10[6]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile10.sg.slc6.opin                    No          ---                                   ---                    
   ext_gpio_dir_oe[7]                   OUT        ext_gpio_dir_oe[7]_opin                                  Fixed   o_user_11_09_lut_09[17]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile9.sg.slc17.opin                    No          ---                                   ---                    
   ext_gpio_dir_oe[6]                   OUT        ext_gpio_dir_oe[6]_opin                                  Fixed   o_user_11_09_lut_09[16]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile9.sg.slc16.opin                    No          ---                                   ---                    
   ext_gpio_dir_oe[5]                   OUT        ext_gpio_dir_oe[5]_opin                                  Fixed   o_user_11_09_lut_09[15]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile9.sg.slc15.opin                    No          ---                                   ---                    
   ext_gpio_dir_oe[4]                   OUT        ext_gpio_dir_oe[4]_opin                                  Fixed   o_user_11_09_lut_09[14]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile9.sg.slc14.opin                    No          ---                                   ---                    
   ext_gpio_dir_oe[3]                   OUT        ext_gpio_dir_oe[3]_opin                                  Fixed   o_user_11_09_lut_09[13]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile9.sg.slc13.opin                    No          ---                                   ---                    
   ext_gpio_dir_oe[2]                   OUT        ext_gpio_dir_oe[2]_opin                                  Fixed   o_user_11_09_lut_09[12]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile9.sg.slc12.opin                    No          ---                                   ---                    
   ext_gpio_dir_oe[1]                   OUT        ext_gpio_dir_oe[1]_opin                                  Fixed   o_user_11_09_lut_09[11]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile9.sg.slc11.opin                    No          ---                                   ---                    
   ext_gpio_dir_oe[0]                   OUT        ext_gpio_dir_oe[0]_opin                                  Fixed   o_user_11_09_lut_09[10]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile9.sg.slc10.opin                    No          ---                                   ---                    
   ext_gpio_oe_l                        OUT        ext_gpio_oe_l_opin                                       Fixed   o_user_11_09_lut_12[24]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile12.sg.slc24.opin                   No          ---                                   ---                    
   ext_gpio_oe_l_oe                     OUT        ext_gpio_oe_l_oe_opin                                    Fixed   o_user_11_09_lut_12[14]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile12.sg.slc14.opin                   No          ---                                   ---                    
   led_l[7]                             OUT        led_l[7]_opin                                            Fixed   o_user_11_09_lut_08[12]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile8.sg.slc12.opin                    No          i_clk                                 100                    
   led_l[6]                             OUT        led_l[6]_opin                                            Fixed   o_user_11_09_lut_08[4]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile8.sg.slc4.opin                     No          i_clk                                 100                    
   led_l[5]                             OUT        led_l[5]_opin                                            Fixed   o_user_11_09_lut_09[26]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile9.sg.slc26.opin                    No          i_clk                                 100                    
   led_l[4]                             OUT        led_l[4]_opin                                            Fixed   o_user_11_09_lut_09[18]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile9.sg.slc18.opin                    No          i_clk                                 100                    
   led_l[3]                             OUT        led_l[3]_opin                                            Fixed   o_user_11_09_lut_07[24]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile7.sg.slc24.opin                    No          i_clk                                 100                    
   led_l[2]                             OUT        led_l[2]_opin                                            Fixed   o_user_11_09_lut_07[16]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile7.sg.slc16.opin                    No          i_clk                                 100                    
   led_l[1]                             OUT        led_l[1]_opin                                            Fixed   o_user_11_09_lut_07[8]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile7.sg.slc8.opin                     No          i_clk                                 100                    
   led_l[0]                             OUT        led_l[0]_opin                                            Fixed   o_user_11_09_lut_07[0]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile7.sg.slc0.opin                     No          i_clk                                 100                    
   led_l_oe[7]                          OUT        led_l_oe[7]_opin                                         Fixed   o_user_11_09_lut_06[9]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile6.sg.slc9.opin                     No          ---                                   ---                    
   led_l_oe[6]                          OUT        led_l_oe[6]_opin                                         Fixed   o_user_11_09_lut_06[8]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile6.sg.slc8.opin                     No          ---                                   ---                    
   led_l_oe[5]                          OUT        led_l_oe[5]_opin                                         Fixed   o_user_11_09_lut_09[9]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile9.sg.slc9.opin                     No          ---                                   ---                    
   led_l_oe[4]                          OUT        led_l_oe[4]_opin                                         Fixed   o_user_11_09_lut_09[8]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile9.sg.slc8.opin                     No          ---                                   ---                    
   led_l_oe[3]                          OUT        led_l_oe[3]_opin                                         Fixed   o_user_11_09_lut_06[7]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile6.sg.slc7.opin                     No          ---                                   ---                    
   led_l_oe[2]                          OUT        led_l_oe[2]_opin                                         Fixed   o_user_11_09_lut_06[6]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile6.sg.slc6.opin                     No          ---                                   ---                    
   led_l_oe[1]                          OUT        led_l_oe[1]_opin                                         Fixed   o_user_11_09_lut_06[5]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile6.sg.slc5.opin                     No          ---                                   ---                    
   led_l_oe[0]                          OUT        led_l_oe[0]_opin                                         Fixed   o_user_11_09_lut_06[4]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile6.sg.slc4.opin                     No          ---                                   ---                    
   led_oe_l                             OUT        led_oe_l_opin                                            Fixed   o_user_11_09_lut_13[4]      u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile13.sg.slc4.opin                    No          ---                                   ---                    
   led_oe_l_oe                          OUT        led_oe_l_oe_opin                                         Fixed   o_user_11_09_lut_12[15]     u_ic_north.u_ic_ns_lc09.u_ic_ns_luttile12.sg.slc15.opin                   No          ---                                   ---                    
   fpga_rst_l                           IN         fpga_rst_l_ipin                                          Fixed   i_user_06_09_trunk_00[127]  u_ic_north.u_ic_ns_tc0.u_ic_ns_trunktile.gclk_ipin[127]                   No          ---                                   ---                    
   irq_to_fpga                          IN         irq_to_fpga_ipin                                         Fixed   i_user_10_00_lut_08[3]      u_ic_south.u_ic_ns_lc08.u_ic_ns_luttile8.sg.slc3.ipin                     No          ---                                   ---                    
